date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
12/12/2023,"Front Squat 1x3","Front Squat for load: #1: 3 reps",245,"245","Load","Front Squat","[{""success"":true,""load"":245}]","Matched my older 3rm. Harder than it should be.",RX,
12/14/2023,"Deadlift 1x3","Deadlift for load: #1: 3 reps",365,"365","Load","Deadlift","[{""success"":true,""load"":365}]","So greedy. Went for 405 but only got 2. Then went for 385 but was already a toast after 405 so only got 2 again. Finally, barely got 365 for 3 😂",RX,
12/15/2023,"WOD","21-15-9Above Knee Squat Clean (135/95)Ring Dips",580,"9:40","","","[{""secs"":40,""mins"":9}]","Holy shit… these squat cleans completely killed me. New wod tape helped with grip.7,7,7; 11,105,5,5; 5,5,59; 9",RX,
12/18/2023,"WOD","Tabata: Bike (calories)REST 1 MinuteTabata: Pull Ups REST 1 MinuteTabata: Alternating DB Power Snatch (50/35)REST 1 MinuteTabata: Burpees onto 45lb Plate",208,"208","Reps","","[{""reps"":208}]","☠️ can we rename tabata to “the shortest 10sec of your life”—4815,10,10,10,8,8,6,7=748,8,6,6,4,4,4,8=485,5,5,5,5,4,4,5=38",RX,
12/18/2023,"Deadlift 1x2","Deadlift for load: #1: 2 reps",385,"385","Load","Deadlift","[{""success"":true,""load"":385}]","2@2252@2752@3152@3652@3851@4051@3852@3652@3152@225",RX,
12/19/2023,"WOD","16 Minute AMRAP:5 Handstand Push Ups10 Box Jumps (24/20)5 Above Knee Squat Clean (155/105)",8.01,"8+10","Rounds + Reps","","[{""rnds"":8,""reps"":10}]","135#Strict HSP Starting to like these hang cleans, pretty incredible cardio in high rep range not to mention total body pump",SCALED,
12/19/2023,"Back Squat 1x3","Back Squat for load: #1: 3 reps",295,"295","Load","Back Squat","[{""success"":true,""load"":295}]","",RX,
12/23/2023,"Bench Press 1x3","Bench Press for load: #1: 3 reps",250,"250","Load","Bench Press","[{""success"":true,""load"":250}]","3 @250,245,235,225,205,185",RX,
12/23/2023,"WOD","6 ROUNDS:20 Wall Balls (20/14)10 Pull Ups4 Lateral Burpees Box Jumps (24/20)",699,"11:39","","","[{""secs"":39,""mins"":11}]","🤮Tried to stick to e2mom with “plenty” of rest so as not to redline. Mostly worked but still very throwupy at the end, likely due to no rest between last 2 sets to fit into 12min",RX,
01/11/2024,"SWOD","12 Minute AMRAP:Max Handstand Hold (facing wall)200ft Farmers Carry (50/35)",360,"6:00","","","[{""secs"":0,""mins"":6}]","6x1min",RX,
01/15/2024,"WOD","42 Calorie Bike21 Thrusters (135/95)30 Calorie Bike15 Thrusters (135/95)18 Calorie Bike9 Thrusters (135/95)",799,"13:19","","","[{""secs"":19,""mins"":13}]","95#",SCALED,
01/15/2024,"Front Squat + Split Jerk 1x5","Front Squat + Split Jerk for load: #1: 5 reps",185,"185","Load","Front Squat + Split Jerk","[{""success"":true,""load"":185}]","x2",RX,
01/16/2024,"WOD","5 ROUNDS:30 Double Unders20 Push Ups10 Toes to Bar",545,"9:05","","","[{""secs"":5,""mins"":9}]","Complete failure on pushups 🫠Done after 6x400m sprints at 7-9RPE (hip flexors feeling it on t2b’s)",RX,
01/18/2024,"SWOD","12 Minute AMRAP:Max Handstand Hold (facing wall)10 KB Squat Cleans (53/35)200ft Farmers Carry (53/35)",255,"4:15","","","[{""secs"":15,""mins"":4}]","1:00,1:00,1:00,1:15Brutal…",RX,
01/18/2024,"WOD","21 Pull Ups42 Calorie Row15 Pull Ups30 Calorie Row9 Pull Ups18 Calorie Row",455,"7:35","","","[{""secs"":35,""mins"":7}]","Unbroken",RX,
01/23/2024,"WOD","5 ROUNDS:30 Sit Ups9 Handstand Push Ups6 Toes to Bar",618,"10:18","","","[{""secs"":18,""mins"":10}]","I hate sit-ups. Strict HSP and everything unbroken — I just can’t do sit-ups faster for the life of me.Done after paused squats and power snatch complex.",RX,
01/29/2024,"WOD","21-15-9Calorie BikeThrusters (95/65)Chest to Bar Pull Ups",797,"13:17","","","[{""secs"":17,""mins"":13}]","🤮 So what’s next after red line? Purple? Yeah… I saw it",RX,
01/29/2024,"Front Squat + Split Jerk 1x5","Front Squat + Split Jerk for load: #1: 5 reps",195,"195","Load","Front Squat + Split Jerk","[{""success"":true,""load"":195}]","From the floor. Got 205 for 3FS+1 jerk but chickened out on the 2nd one lol.",RX,
01/30/2024,"Diane","21-15-9 reps for time of:• Deadlift 225/155#  • HSPU",290,"4:50","","","[{""secs"":50,""mins"":4}]","5:22 → 4:50 😇Done after sprints and RMU’s",RX,
01/31/2024,"WOD","10 ROUNDS:250m Row7 Toes to Bar",890,"14:50","","","[{""secs"":50,""mins"":14}]","",RX,
02/01/2024,"SWOD","12 Minute AMRAP5 Wall Walks1 Squat Clean*.*Increase weight as able.  If unsuccessful with the clean, you MUST perform the wall walks before making another attemptScore = TOTAL weight lifted during the 12 minutes.  Put in your notes, number of rounds.",1665,"1665","Load","","[{""success"":true,""load"":1665}]","9rds @185Squat cleans never felt harder but I love gymnastic + weightlifting couplets 😍",RX,
02/02/2024,"SWOD","7 ROUNDS:30 Second Cap:3 Tempo Back Squat (6/3/x) @ 60% of 1RM15 Second REST.30 Second CAP:5 Javelin Shoulder Press - Left Hand15 Second REST.30 Second CAP:5 Javelin Shoulder Press - Right Hand15 Second REST",165,"165","Load","","[{""success"":true,""load"":165}]","Snatch into squats95,115,135,155,165,155,135",SCALED,
02/03/2024,"WOD","50-40-30-20-10Double UndersPush UpsCalorie Row",1333,"22:13","","","[{""secs"":13,""mins"":22}]","Jesus how am I so slow…DU, row — unbrokenPushups — 10’s then 5’s then 3’ & 2’sDone after clean and jerks and muscle ups. Shoulders somewhat ded.",RX,
02/05/2024,"Grace","30 reps for time of:• Clean & Jerk 135/95#",248,"4:08","","","[{""secs"":8,""mins"":4}]","5:46 → 4:08",RX,PR
02/05/2024,"Front Squat + Split Jerk 1x5","Front Squat + Split Jerk for load: #1: 5 reps",205,"205","Load","Front Squat + Split Jerk","[{""success"":true,""load"":205}]","Woke up with runny nose so… I’ll take any PR",RX,
02/06/2024,"WOD","5 ROUNDS:3 Minute CAP:500m RowMAX REPS: Toes through RingsREST 1 Minute",112,"112","Reps","","[{""reps"":112}]","70% grip30% lats26, 22, 21, 22, 21Done after snatch+snatch balance complex",RX,
02/07/2024,"WOD","12 Minute AMRAP:2 Power Snatch (135/95)6 Chest to Bar Pull Ups15/12 Calorie Bike",5.008,"5+8","Rounds + Reps","","[{""rnds"":5,""reps"":8}]","After a bunch of (mostly failing) RMU’s 😭",RX,
02/08/2024,"WOD","5 ROUNDS:30 Double Unders20 Wall Balls (20/14)10 Kettlebell Swings (70/53)",595,"9:55","","","[{""secs"":55,""mins"":9}]","80% cardio20% shoulders ",RX,
02/08/2024,"SWOD","12 Minute AMRAP5 Wall Walks1 Squat Clean*.*Increase weight as able.  If unsuccessful with the clean, you MUST perform the wall walks before making another attemptScore = TOTAL weight lifted during the 12 minutes.  Put in your notes, number of rounds.",1675,"1675","Load","","[{""success"":true,""load"":1675}]","185 x 8rds195 last one",RX,
02/10/2024,"WOD","4 Minute AMRAP:3 Handstand Push Ups6 Lateral Burpee Box Jumps (24/20).4 Minute AMRAP:6 HSPU6 Lateral Burpee Box Jumps.4 Minute AMRAP:9 HSPU6 Lateral Burpee Box Jumps",120,"120","Reps","","[{""reps"":120}]","Done after kb presses, kb push jerks and weighted kb pull-ups.Did not stand upright on the box, speed jump overs, unsure if this was part of RX 🤷 Strict HSP 3,63,63,63,6 = 366,66,66,6 = 369,69,69,6 = 453",RX,
02/15/2024,"WOD","16 Minute Alternating EMOM:Odd Minutes:6 DB Alternating Snatches (50/35)Max REPS: Push Ups.Even Minutes:6 DB Alternating Snatches (50/35)Max REPS:  Sit Ups",280,"280","Reps","","[{""reps"":280}]","20,20,20,15,15,15,15,2220,20,20,15,15,15,15,18In Miami with 77° and 55% humidity… not my fave but I guess no need to go to sauna after",RX,
02/22/2024,"WOD","21-15-9Calorie BikeToes to BarFront Racked Reverse Lunges (135/95)*",590,"9:50","","","[{""secs"":50,""mins"":9}]","🤮 ",RX,
02/23/2024,"Jackie","For time:• 1000m row• 50 Thruster 45/35#• 30 Pull-ups",450,"7:30","","","[{""secs"":30,""mins"":7}]","Interesting wod, mostly mental challenge. All unbroken. Last few pull-ups were rough…Legs sore af after yesterday’s lunges and heavy squats the day before",RX,
02/26/2024,"Power Clean 1x3","Power Clean for load: #1: 3 reps",185,"185","Load","Power Clean","[{""success"":true,""load"":185}]","",RX,
02/26/2024,"Back Squat 1x8","Back Squat for load: #1: 8 reps",225,"225","Load","Back Squat","[{""success"":true,""load"":225}]","",RX,
02/26/2024,"SWOD","5 ROUNDS:1 Minute Cap:8 Back SquatREST 30 Seconds.1 Minute Cap:3 Power Cleans Rest 30 Seconds",410,"410","Load","","[{""success"":true,""load"":225},{""success"":true,""load"":185}]","225,205,185,155,135115,135,155,175,185",RX,
02/26/2024,"WOD","12 Minute AMRAP:20 Wall Balls (20/14)10 Alternating DB Snatches (50/35)",6.024,"6+24","Rounds + Reps","","[{""rnds"":6,""reps"":24}]","🤮 God damn it, so close to 7…Paced myself well tho, only last round 2 felt like puke",RX,
02/27/2024,"WOD","4 ROUNDS:.5 Minute AMRAP:1-2-3-4-5-6...Pull UpsPush Ups.5 Minute AMRAP:Calorie Row",586,"586","Reps","","[{""reps"":586}]","90,72,72,8170,69,67,65",RX,
02/28/2024,"Bench Press 1x8","Bench Press for load: #1: 8 reps",225,"225","Load","Bench Press","[{""success"":true,""load"":225}]","Just for fun ",RX,
02/29/2024,"Hip Snatch 1x2","Hip Snatch for load: #1: 2 reps",135,"135","Load","Hip Snatch","[{""success"":true,""load"":135}]","Looks like I can finally do 135 from hips 😁 2 x 95,105,115,125,135,125,115,105,95",RX,
03/01/2024,"WOD","7 Minute AMRAP:7 Thrusters (95/65)7 Pull Ups.then, 3 Minute AMRAP:Max Calorie Bike",138,"138","Reps","","[{""reps"":138}]","7 rounds + 40cal",RX,
03/01/2024,"SWOD","16 Minute Running Clock:00 - 15:001 Clean + 1 Split Jerk + 5 Front Squat",205,"205","Load","","[{""success"":true,""load"":205}]","",RX,
03/02/2024,"Open 24.1","For time:21 dumbbell snatches, arm 121 lateral burpees over dumbbell21 dumbbell snatches, arm 221 lateral burpees over dumbbell15 dumbbell snatches, arm 115 lateral burpees over dumbbell15 dumbbell snatches, arm 215 lateral burpees over dumbbell9 dumbbell snatches, arm 19 lateral burpees over dumbbell9 dumbbell snatches, arm 29 lateral burpees over dumbbellTime cap: 15 minutes♀ 35-lb dumbbell♂ 50-lb dumbbell",733,"12:13","","","[{""secs"":13,""mins"":12}]","🤮 Wow absolutely atrocious performance, I guess to be expected since I highly dislike burpees. How do I get to sub 10? ",RX,PR
03/04/2024,"Power Clean 1x3","Power Clean for load: #1: 3 reps",175,"175","Load","Power Clean","[{""success"":true,""load"":175}]","5x3 @175 no timer, just by feel, prob ~1-1:30 restDidn’t do back squat in between but finished with 5x3 clean pulls @205 and 5x3 front squats @225I just want 225 clean and jerk 😭 ",SCALED,
03/06/2024,"Bench Press 1x10","Bench Press for load: #1: 10 reps",215,"215","Load","Bench Press","[{""success"":true,""load"":215}]","165,185,205,215,185",RX,
03/06/2024,"WOD","14 Minute Cap:100 Double Understhen AMRAP in Remaining Time:6 Toes Through Rings12/10 Calorie Bike",7.005,"7+5","Rounds + Reps","","[{""rnds"":7,""reps"":5}]","",RX,
03/06/2024,"SWOD","16 Minute CAP:10 Bench Press (increasing weight as able)6 Deadlifts (increasing weight as able)",530,"530","Load","","[{""success"":true,""load"":215},{""success"":true,""load"":315}]","",RX,
03/06/2024,"Deadlift 1x6","Deadlift for load: #1: 6 reps",315,"315","Load","Deadlift","[{""success"":true,""load"":315}]","185,225,275,315,315",RX,
03/07/2024,"Hip Snatch 1x2","Hip Snatch for load: #1: 2 reps",145,"145","Load","Hip Snatch","[{""success"":true,""load"":145}]","Got 155 for 1 but it almost toppled me",RX,
03/09/2024,"Open 24.2","As many rounds and reps as possible in 20 minutes of:300-meter row10 deadlifts50 double-unders♀ 125 lb (56 kg)♂ 185 lb (83 kg)",648,"648","Reps","","[{""reps"":648}]","",RX,PR
03/16/2024,"Open 24.3","All for time: 5 rounds of:         10 thrusters, weight 1    10 chest-to-bar pull-ups Rest 1 minute, then:5 rounds of:     7 thrusters, weight 2    7 bar muscle-ups Time cap: 15 minutes♀ 65, 95 lb (29, 43 kg)♂ 95, 135 lb (43, 61 kg)",900,"15:00","","","[{""secs"":0,""mins"":15}]","139",RX,
03/21/2024,"Hip Snatch 1x2","Hip Snatch for load: #1: 2 reps",145,"145","Load","Hip Snatch","[{""success"":true,""load"":145}]","2x 95,105,115,125,135,1451x 150",RX,
03/22/2024,"SWOD","16 Minute Running Clock:00 - 15:001 Clean + 1 Split Jerk + 3 Front Squat",205,"205","Load","","[{""success"":true,""load"":205}]","10lb off of my c&j pr",RX,
03/22/2024,"WOD","14 Minute AMRAP:10-9-8-7-6-5-4-3-2-1Handstand Push Ups1-2-3-4-5-6-7-8-9-10Front Squat (135/95)",12.003,"12+3","Rounds + Reps","","[{""rnds"":12,""reps"":3}]","Strict HSP All unbroken, contrary to Mike’s advice 🙈",RX,
03/26/2024,"WOD","20 Rounds:250m Row6 Pull Ups8 Push Ups",2124,"35:24","","","[{""secs"":24,""mins"":35}]","I have no idea how I can possibly be faster here. Maybe using more legs on the rower?",RX,
03/27/2024,"Deadlift 1x4","Deadlift for load: #1: 4 reps",275,"275","Load","Deadlift","[{""success"":true,""load"":275}]","Clean pulls @135,185,225,245,265,275These took the life out of meSuperset with ring dips",RX,
03/27/2024,"WOD","4 ROUNDS:2 Minute CAP:30 Double Unders10 Alt Reverse Lunges (135/95)MAX REPS: Alt DB Snatches (50/35)1 Minute REST",91,"91","Reps","","[{""reps"":91}]","Thank god it’s not front racked24,23,21,23",RX,
03/28/2024,"WOD","10 ROUNDS:1 Minute CAP:3 Box Jumps (24/20)MAX REPS: Bike (calorie)REST 1.5 Minute",155,"155","Calories","","[{""calories"":155}]","What an awful workout. Highly dislike air bike not just because cardio; massive quad pump means you can barely walk.",RX,
03/29/2024,"WOD","21-15-9Thrusters (95/65)Lateral Barbell Burpees.2k Row.9-15-21Thrusters (95/65)Lateral Barbell Burpees",1500,"25:00","","","[{""secs"":0,""mins"":25}]","DNF. Capped myself at 25:00 but I was already dead way before. 21 burpees to go. This felt as hard as open. Absolutely awful.",RX,
03/29/2024,"Clean & Jerk 1x2","Clean & Jerk for load: #1: 2 reps",195,"195","Load","Clean & Jerk","[{""success"":true,""load"":195}]","These are hard today. Not recovered for this kind of weight. ",RX,
04/03/2024,"WOD","400m Run50 Double Unders50 Sit Ups400m Run40 DUs40 Sit Ups400m Run30 DUs30 Sit Ups400m Run20 DUs20 Sit Ups400m Run10 DUs10 Sit UPs",1255,"20:55","","","[{""secs"":55,""mins"":20}]","Meh",RX,
04/06/2024,"WOD","8 ROUNDS:400m Run6 Handstand Push Ups4 Ring Muscle Ups500m Row24 Push Ups16 Pull Ups",2400,"40:00","","","[{""secs"":0,""mins"":40}]","4+17",RX,
04/12/2024,"Clean & Jerk 1x2","Clean & Jerk for load: #1: 2 reps",205,"205","Load","Clean & Jerk","[{""success"":true,""load"":205}]","Feel so dead today… too much driving this week",RX,
04/12/2024,"WOD","3 ROUNDS:400m Run21 Thrusters (95/65)9 Toes to Bar",819,"13:39","","","[{""secs"":39,""mins"":13}]","☠️ 11,10; 7,7,7; 7,7,7 on thrusters ",RX,
04/17/2024,"Ellen","3 rounds for time of:20 burpees21 dumbbell snatches12 dumbbell thrustersUse a single dumbbell on the snatches and a pair for the thrusters.♀ 35-lb. DBs ♂ 50-lb. DBs",747,"12:27","","","[{""secs"":27,""mins"":12}]","14:40 (1 year ago) → 12:27",RX,PR
04/20/2024,"Quarterfinals 24.3","For time:3 rounds:   10 handstand push-ups   20 toes-to-bars2 rounds:  10 strict handstand push-ups    5 rope climbs,15 feet1 round:   10 chest-to-wall handstand push-ups    20 muscle-upsTime cap: 15 minutes150 total reps",900,"15:00","","","[{""secs"":0,""mins"":15}]","126",RX,PR
04/23/2024,"WOD","1400m Runthen 4 ROUNDS:5 Strict Pull Ups15 Kipping Pull Ups10 Hand Release Push Ups20 Push Ups40 Sit Upsthen 1400m Run",1897,"31:37","","","[{""secs"":37,""mins"":31}]","I hate sit ups ",RX,
04/24/2024,"WOD","21 DB Thrusters (50/35)21 Calorie Bike50 Double Unders15 DB Thrusters (50/35)15 Calorie Bike35 Double Unders9 DB Thrusters9 Calorie Bike20 Double Unders",597,"9:57","","","[{""secs"":57,""mins"":9}]","🤮 Thrusters: 11,10;8,7;9",RX,
04/24/2024,"Bench Press 1x3","Bench Press for load: #1: 3 reps",265,"265","Load","Bench Press","[{""success"":true,""load"":265}]","Felt easy, probably had 275 in me 😭 can I please have 275 clean and jerk instead",RX,
04/24/2024,"Deadlift 1x2","Deadlift for load: #1: 2 reps",385,"385","Load","Deadlift","[{""success"":true,""load"":385}]","Feels weak",RX,
04/24/2024,"SWOD","18 Minute CAP:3 Bench Press (increasing weight as able)2 Deadlifts (increasing weight as able)",650,"650","Load","","[{""success"":true,""load"":265},{""success"":true,""load"":385}]","",RX,
05/03/2024,"Clean & Jerk 1x2","Clean & Jerk for load: #1: 2 reps",205,"205","Load","Clean & Jerk","[{""success"":true,""load"":205}]","Tried 225 for 1 it aaaaalmost came up. Fuckkk… how long am I gonna be chasing this",RX,
05/03/2024,"WOD","7 ROUNDS:4 Toes to Bar6 Handstand Push Ups250m RowREST 1 Minute",911,"15:11","","","[{""secs"":11,""mins"":15}]","Life is hard… After a week of travel and heavy drinking 😔 1:193:365:538:1610:3612:5715:11",RX,
05/06/2024,"WOD","3 ROUNDS:3 Minute CAP:500m RowAMRAP in remaining time:10 Alternating Reverse Lunges (135/95)*6 Lateral Barbell BurpeesREST 1 Minute*Barbell in Front Rack Position",48,"48","Reps","","[{""reps"":48}]","Tough…Clean from the floor7sec, 2sec, 5sec to spare on each round but not enough time to front squat again :/ also I’d probably die*did not squat, only power cleaned coz legs still sore from yesterday’s 50mile bike ride 🫠 ",RX,
05/07/2024,"Pull Up (weighted)","#RM Weighted Strict Pull Ups",90,"90","Load","","[{""success"":true,""load"":90}]","I think I got stronger on these?! Last 3rm was about 70 and I’ve only done 90 for 1",RX,
05/07/2024,"WOD","8 Minute CAP:Find 3RM Weighted Pull Up*then, 32 Minute CAP:Run 2800mAMRAP in Remaining time:10 Kipping Pull Ups15 Push Ups30/24 Calorie Bike.*Score weighted pull up seperately",4.025,"4+25","Rounds + Reps","","[{""rnds"":4,""reps"":25}]","Pure suffering ",RX,
05/09/2024,"Hip Snatch 1x1","Hip Snatch for load: #1: 1 rep",165,"165","Load","Hip Snatch","[{""success"":true,""load"":165}]","",RX,
05/09/2024,"WOD","36 Calorie Row18 KB Swings (70/53)9 Box Jumps (24/20)32 Calorie Row16 KB Swings (70/53)8 Box Jumps (24/20)28 Calorie Row14 KB Swings (70/53)7 Box Jumps (24/20)24 Calorie Row12 KB Swings (70/53)6 Box Jumps (24/20)20 Calorie Row10 KB Swings (70/53)5 Box Jumps (24/20)16 Calorie Row8 KB Swings (70/53)4 Box Jumps (24/20)12 Calorie Row4 KB Swings (70/53)2 Box Jumps (24/20)8 Calorie Row2 KB Swings (70/53)1 Box Jumps (24/20)",1233,"20:33","","","[{""secs"":33,""mins"":20}]","🤮So close to 20… but my cardio feels like shit 🤷‍♀️ ",RX,
05/13/2024,"Grace","30 reps for time of:• Clean & Jerk 135/95#",248,"4:08","","","[{""secs"":8,""mins"":4}]","Feel like I’m getting sick so breathing is hard",RX,
05/13/2024,"Back Squat 1x1","Back Squat for load: #1: 1 rep",335,"335","Load","Back Squat","[{""success"":true,""load"":335}]","Too much travel this weekend again. Back tight with all the driving :/",RX,
05/15/2024,"Bench Press 1x1","Bench Press for load: #1: 1 rep",285,"285","Load","Bench Press","[{""success"":true,""load"":285}]","",RX,
05/15/2024,"Christine","3 Rounds For Time•Row 500m•12 Deadlifts (bodyweight)•21 Box Jumps (24/20)",700,"11:40","","","[{""secs"":40,""mins"":11}]","13:03 → 11:40",RX,PR
05/16/2024,"Jackie","For time:• 1000m row• 50 Thruster 45/35#• 30 Pull-ups",439,"7:19","","","[{""secs"":19,""mins"":7}]","7:30 → 7:19All mentalUnbroken thrusters, pull-ups in 6s",RX,PR
05/16/2024,"Hip Snatch 1x1","Hip Snatch for load: #1: 1 rep",135,"135","Load","Hip Snatch","[{""success"":true,""load"":135}]","Didn’t have it in me today. I’ll count my 165 during deload week as PR 😅",RX,
05/17/2024,"Clean & Jerk 1x1","Clean & Jerk for load: #1: 1 rep",215,"215","Load","Clean & Jerk","[{""success"":true,""load"":215}]","Failed 225 for the Nth time… fml. Complete and utter embarrassment. Might as well just quit weightlifting now.",RX,
05/17/2024,"Karen","For time:• 150 Wall Ball shots 20/14#",415,"6:55","","","[{""secs"":55,""mins"":6}]","X20 emom then 30 in the last minute Quads still shut from yesterday but this was mostly cardio and pretty intense shoulder fatigue coz I don’t do these often",RX,PR
05/27/2024,"MURPH","Partition the pull-ups, push-ups, and squats as needed. Start and finish with a mile run. If youve got a twenty pound vest or body armor, wear it.• 1 mile Run• 100 Pull-ups• 200 Push-ups• 300 Squats• 1 mile Run",3041,"50:41","","","[{""secs"":41,""mins"":50}]","With vest, Cindy style Last year was 53:03 without vest!#Brogress",RX,PR
06/03/2024,"SWOD","7 ROUNDS:30 Second Cap:5 Reps of Back Squat30 Second REST.30 Second Cap:5 Reps of Push Press30 Second REST",420,"420","Load","","[{""success"":true,""load"":245},{""success"":true,""load"":175}]","",RX,
06/03/2024,"Push Press 1x5","Push Press for load: #1: 5 reps",175,"175","Load","Push Press","[{""success"":true,""load"":175}]","95,115,135,155,165,175Ran out of time… 30 sec is barely enough to switch weights!",RX,
06/03/2024,"Back Squat 1x5","Back Squat for load: #1: 5 reps",245,"245","Load","Back Squat","[{""success"":true,""load"":245}]","135,155,175,185,205,225,245",RX,
06/03/2024,"WOD","11 Minute AMRAP:3 Power Cleans (135/95)3 Handstand Push Ups6 Power Cleans (135/95)6 HSPU9 Power Cleans (135/95)9 HSPU.3 Power Cleans (185/105)3 HSPU6 Power Cleans6 HSPU9 Power Cleans9 HSPU.3 Power Cleans (225/155)3 HSPU6 Power Cleans6 HSPU9 Power Cleans9 HSPU12 Power Cleans12 HSPU... increase by 3 reps each time.  weight of power clean stays at 225/155.",108,"108","Reps","","[{""reps"":108}]","95, 115, 135Finished a set of 9 HSP on 135Strict HSP ",SCALED,
06/04/2024,"WOD","8 ROUNDS:Ladder Sprints 10, 20, 30, 40REST ~1.5 minute",17,"0:17","","","[{""secs"":17}]","",RX,
06/06/2024,"Front Squat 1x3","Front Squat for load: #1: 3 reps",225,"225","Load","Front Squat","[{""success"":true,""load"":225}]","",RX,
06/06/2024,"WOD","3 ROUNDS:.5 Minute CAP:500m Row20 Wall Balls (20/14)3 Front Squats* Rest in Remaining Time.REST 1 Minute.5 Minute CAP:500m Row20 Box Jumps (24/20)1 Split Jerk* Rest in Remaining Time.REST 1 Minute.*Increase load as able.",1090,"1090","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":225},{""success"":true,""load"":225}]","Realistically had closer to ~185,205,225 in me but needed to warm up on the first one so 🤷‍♀️ Pretty cool wod — maybe you’re strong but how strong are you when you’re tired? And can you pace yourself in such way as to be minimally tired and maximally strong.",RX,
06/06/2024,"Split Jerk 1x1","Split Jerk for load: #1: 1 rep",225,"225","Load","Split Jerk","[{""success"":true,""load"":225}]","",RX,
06/07/2024,"WOD","5 ROUNDS:400m Run3 Power Snatches (145/100)6 Toes to Bar9 Pull Ups",1143,"19:03","","","[{""secs"":3,""mins"":19}]","Humid. Assault runner. Running killed me.",RX,
06/12/2024,"WOD","8 ROUNDS:1 Minute CAP:1 Squat Clean (95/65)1 Squat Clean (115/75)1 Squat Clean (135/95)1 Squat Clean (155/105)MAX Front Squats (155/105)REST 3 Minutes",64,"64","Reps","","[{""reps"":64}]","7,10,8,8,8,7,8,8Only had 2 bars and switched weights so had ~30sec for last set",RX,
06/13/2024,"WOD","6 ROUNDS:500m Row20 Lateral Burpees Over Back of Rower5 Front Squats + 3 Split Jerks (205/155)REST 1 Minutes",2385,"39:45","","","[{""secs"":45,""mins"":39}]","155# this would make a nice hero wodEffort distribution:Burpees: 80%Everything else: 20%I love you burpees, thanks for not letting me take 205 for a spin",SCALED,
07/01/2024,"400M Walking Lunges","400M WALKING LUNGES FOR TIME",837,"13:57","","","[{""secs"":57,""mins"":13}]","",RX,
07/02/2024,"Open 12.1","Complete as many reps as possible in 7 minutes of:• Burpees",89,"89","Reps","","[{""reps"":89}]","",RX,
07/06/2024,"ABBATE","For time:• Run 1 mile• 21 Clean & Jerk 155/105#• Run 800m• 21 Clean & Jerk 155/105#• Run 1 Mile",2305,"38:25","","","[{""secs"":25,""mins"":38}]","☠️ Should have done 115 not 155.Funny thing is, I can do 155 all day long if I rest a min in between but doing it every 5-10sec just entirely killed me.",RX,PR
07/10/2024,"WOD","5 ROUNDS:400m Run15 Power Cleans (135/95)15 Handstand Push Ups",1662,"27:42","","","[{""secs"":42,""mins"":27}]","Didn’t realize this is 25min cap. Finished all 5 rounds.4th round ended on 24 smth ",RX,
07/17/2024,"WOD","10 ROUNDS:400m Run6 Power Clean (135/95)12 Pull Ups",1367,"22:47","","","[{""secs"":47,""mins"":22}]","6 rounds RX. Sorry but I can’t run in 90 deg.",SCALED,
07/18/2024,"WOD","50-40-30-20-10Barbell Front Racked Alternating Reverse Lunges (95/65)Push Ups",904,"15:04","","","[{""secs"":4,""mins"":15}]","One day I’ll catch up to Dave ",RX,
07/24/2024,"WOD","5 ROUNDS:12 Handstand Push Ups9 Deadlift (155/105)6 Hang Power Clean (155/105)400m RunREST 2 minutes",1565,"26:05","","","[{""secs"":5,""mins"":26}]","Disgusting",RX,
07/27/2024,"WOD","10 ROUNDS:6 Power Clean + Jerks (155/105)12 Wall Balls (20/14)400m Run with Medicine Ball (20/14)",2100,"35:00","","","[{""secs"":0,""mins"":35}]","115lb, else RX7 rounds + 3 reps",SCALED,
08/01/2024,"WOD","10 ROUNDS:10 Kettlebell Swings (53/35)10 Pull Ups",696,"11:36","","","[{""secs"":36,""mins"":11}]","80% grip 20% cardio Very annoying wod.When you have 7 pull ups left but literally can’t do a 2 without falling and so your last set takes over a minute 🙄 ",RX,
08/09/2024,"MARSTON","Complete as many rounds as possible in 20 minutes of:• 405/275 lb. deadlift, 1 rep• 10 toes-to-bars• 15 bar-facing burpees",7,"7","Rounds + Reps","","[{""reps"":0,""rnds"":7}]","315",SCALED,PR
08/15/2024,"Power Snatch + Snatch Balance + Snatch 5x1","Power Snatch + Snatch Balance + Snatch for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep",145,"145","Load","Power Snatch + Snatch Balance + Snatch","[{""success"":true,""load"":105},{""success"":true,""load"":115},{""success"":true,""load"":125},{""success"":true,""load"":135},{""success"":true,""load"":145}]","",RX,
08/15/2024,"Muscle Snatch + Snatch Grip Push Press + Overhead Squat 5x3","Muscle Snatch + Snatch Grip Push Press + Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 repsPerform the Muscle Snatch for the designated reps, then perform the snatch grip p.p. from behind the neck, followed by OHS.",105,"105","Load","Muscle Snatch + Snatch Grip Push Press + Overhead Squat","[{""success"":true,""load"":45},{""success"":true,""load"":65},{""success"":true,""load"":85},{""success"":true,""load"":95},{""success"":true,""load"":105}]","",RX,
